smiles,Serine_threonine-protein_kinase_mTOR
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,1.0
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1,1.0
O=C1OCC(c2ccccn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
Cc1cc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)ncc1F,1.0
Cc1ccc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)nc1,1.0
O=C1OCC(c2ccccn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(Cl)c3)c2n1,1.0
COc1cccc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)cc4)c3n2)n1,1.0
O=C1OCC(c2ccccn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
Cc1ccc(F)c(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)n1,1.0
Cc1nc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)ccc1F,1.0
O=C1OCC(c2ccc(Cl)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
COc1cccc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)n1,1.0
O=C1OCC(c2ccc(C(F)(F)F)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccccn2)N1c1ccn2ncc(-c3ccc(-c4ncn(COP(=O)(O)O)n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccc(F)cn2)N1c1ccn2ncc(-c3ccc(-c4ncn(COP(=O)(O)O)n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccc(F)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
O=C1OCC(c2ccc(F)cn2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
Cc1cccc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)n1,1.0
Cc1ccnc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)c1,1.0
Cc1cc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)cc4)c3n2)ncc1F,1.0
Cc1ccnc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)cc4)c3n2)c1,1.0
Cn1cnc(-c2ccc(-c3cnn4ccc(N5C(=O)OCC5c5ccc(F)cn5)nc34)cc2F)n1,1.0
Cc1nc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)cc4)c3n2)ccc1F,1.0
CN(C)NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CN(C)CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,0.0
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CNC(=O)Cc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CC(C)NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
O=C(NCCO)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
O=C(NCCF)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CN(C)C(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1,0.0
CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
CONC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
OCc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,1.0
Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
COCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1.0
Cc1cc(N)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1.0
FC(F)(F)c1cc(Br)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,0.0
CCC1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2CC)n1,1.0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
Nc1cc(CO)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
CC1(C)CN(c2nc(-c3cnc(N)cc3C(F)F)nc(N3CCOC(C)(C)C3)n2)CCO1,1.0
Nc1cc(CF)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
COC(OC)c1cc(N)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1.0
CC(=O)Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
Oc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,0.0
CC1COCC(C)N1c1nc(-c2cnc(N)cc2C(F)F)nc(N2C(C)COCC2C)n1,1.0
CC1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2C)n1,1.0
Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
Cc1cc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cnc1N,1.0
CONc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,0.0
Nc1ncc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1C(F)(F)F,1.0
CC1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2)n1,1.0
COc1cc(N)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1.0
CC1CN(c2nc(-c3cnc(N)cc3C(F)F)nc(N3CC(C)OC(C)C3)n2)CC(C)O1,1.0
Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3Cl)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
Cc1cc(-c2cnn3ccc(N4C(=O)OCC4C(C)C)nc23)ccc1-c1nc[nH]n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4ncn(CCO)n4)cc3)c2n1,1.0
CCOCC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
COCC1(C)COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
CCCC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(Cl)c3)c2n1,1.0
COC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
Cc1cc(-c2nc[nH]n2)ccc1-c1cnn2ccc(N3C(=O)OCC3C(C)C)nc12,1.0
CCCC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
CCC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4ncn(CC(=O)O)n4)cc3)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OC(C(F)(F)F)CN1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
CCC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3F)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4ncn(COP(=O)(O)O)n4)cc3)c2n1,1.0
CC(C)CC1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
CC(C)C1COC(=O)N1c1ccn2ncc(-c3cc(F)c(-c4nc[nH]n4)c(F)c3)c2n1,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3)nc(-c3ccc(N)cc3)c2C1=O,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3C)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)OCCO)cc3)c2C1=O,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc3c2C(=O)NCC(C)(C)O3)cc1,1.0
CCC1COCCN1c1nc2c(c(-c3ccc(NC(=O)NC)c(F)c3)n1)C(=O)N(CC)CC(C)(C)O2,1.0
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3C)nc3c2C(=O)N(CCOC)CC(C)(C)O3)cc1F,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)NCC(F)(F)F)c(F)c3)c2C1=O,1.0
COCCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)NCC(C)(C)O)c(F)c3)c2C1=O,0.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)NC)cc3F)c2C1=O,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3CC)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1F,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3C)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1F,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CC(C)OC(C)C3)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1,0.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)OCCO)c(F)c3)c2C1=O,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)NC)c(F)c3)c2C1=O,1.0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc3c2C(=O)N(CC)CCO3)cc1,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3)nc(-c3ccc(OC)c(CO)c3)c2C1=O,0.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3)nc(-c3ccc(NC(=O)OC)cc3)c2C1=O,1.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3C)nc(-c3ccc(NC(=O)OCC(C)(C)O)cc3)c2C1=O,0.0
CCN1CC(C)(C)Oc2nc(N3CCOCC3)nc(-c3ccc(NC(=O)NOC)cc3)c2C1=O,0.0
CC(=O)Nc1cccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)c1,1.0
Oc1cccc(Nc2nc3ccccc3n2-c2ncncn2)c1,0.0
CCc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
CNC(=O)Nc1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)cc1,1.0
CNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
COc1nc(NCC#N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,0.0
Cc1nc(NCC#N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
Nc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
COc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,0.0
Cc1nc(N)nc(-n2c(Nc3ccccc3)nc3ccccc32)n1,1.0
Oc1cccc(Nc2nc3ccccc3n2-c2ncnc(NCC(F)(F)F)n2)c1,0.0
Cc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
Cc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1.0
CCCc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,0.0
CC(=O)Nc1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)cc1,1.0
Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,1.0
Cc1nc(N)nc(-n2c(Nc3cccc(C(N)=O)c3)nc3ccccc32)n1,1.0
CC1(c2ccccc2)COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
Cc1nc(-c2ccc(-c3cnn4ccc(N5C(=O)OCC5c5ccc(F)cc5)nc34)cc2)n[nH]1,1.0
O=C1OCC(c2ccc(F)c(F)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccc(Cl)cc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2cccc(F)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccccc2F)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccc(F)c(Cl)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
O=C1OCC(c2ccc(F)c(F)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
O=C1OCC(c2ccc(F)cc2F)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccccc2Cl)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
COc1ccc(C2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)cc1,1.0
O=C1OCC(c2ccc(F)cc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccccc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
O=C1OCC(c2ccccc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2cccc(Cl)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
COc1ccccc1C1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
O=C1OCC(c2ccc(F)cc2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,1.0
O=C1OCC(c2ccc(F)c(Cl)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1,1.0
CNc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1,1.0
COC(=O)c1cncc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1,0.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(F)nc3)nc2n1,1.0
COc1ncccc1-c1ccc2c(N3CCOCC3C)nc(N3CCOCC3C)nc2n1,1.0
COc1cncc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1,1.0
CNC(=O)c1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(C(N)=O)nc3)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(N(C)C)nc3)nc2n1,1.0
Cc1nc(F)ccc1-c1ccc2c(N3CCOCC3C)nc(N3CCOCC3C)nc2n1,1.0
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cccnc3F)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(N)nc3)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(C(=O)N(C)C)nc3)nc2n1,0.0
CC(=O)Nc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(C#N)nc3)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cccnc3)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cncc(Cl)c3)nc2n1,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(OCCN(C)C)nc3)nc2n1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(C(C)(C)C)c4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,1.0
COc1ccc(S(=O)(=O)Nc2cncc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4F)c3)cc2s1,1.0
COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)cnc2C#N)cc1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4Cl)c3)cc2s1,1.0
COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)cnc2C)cc1,1.0
COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)cnc2Cl)cc1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(Cl)cc4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(C(F)(F)F)c4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(F)c4)c3)cc2s1,1.0
Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4C(F)(F)F)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)c3)cc2s1,1.0
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(Cl)c4)c3)cc2s1,1.0
O=S(=O)(Nc1cc(-c2ccc3ncsc3c2)cnc1Cl)c1ccc(F)cc1,1.0
Cc1ncnc(N2CCN(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(CCOC)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C(C)=O)CC2)c1C#Cc1ccc(N)nc1,1.0
Cc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(CC(C)O)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C(=O)OC)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C(=O)CC#N)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C(=O)NC)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(C(C)C)CC2)c1C#Cc1ccc(N)nc1,1.0
COCCN1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,1.0
CCc1ncnc(N2CCN(CCNS(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(CC(C)(C)O)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(S(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1.0
CCc1ncnc(N2CCN(CCCS(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,1.0
O=C(Nc1ccc(C(=O)CCl)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,0.0
CCC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,1.0
N=C(N)NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
CNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
CC(=O)Nc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
CC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
O=C(Nc1ccc(O)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,1.0
CS(=O)(=O)Nc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,1.0
O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,1.0
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(O)c1,1.0
CCOC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,0.0
O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,1.0
O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(CO)c1,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3nc(C)n(CC(C)C)c3n2)cc1,1.0
CCCn1c(C)nc2c(N3CCOCC3)cc(-c3ccc(NC(=O)NCC)cc3)nc21,0.0
CCCn1cnc2c(N3CCOCC3)cc(-c3ccc(NC(=O)NCC)cc3)nc21,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3)c3ncn(C)c3n2)cc1,0.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3ncn(COCC)c3n2)cc1,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3ncn(CCN(CC)CC)c3n2)cc1,0.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3nc(C)n(C)c3n2)cc1,0.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3ncn(COCCOC)c3n2)cc1,1.0
CCCn1cnc2c(N3CCOCC3C)cc(-c3ccc(NC(=O)NCC)cc3)nc21,1.0
CCCCn1cnc2c(N3CCOCC3C)cc(-c3ccc(NC(=O)NCC)cc3)nc21,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3nc(C)n(CC)c3n2)cc1,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3ncn(CCOCC)c3n2)cc1,0.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3C)c3ncn(CCOC)c3n2)cc1,0.0
CCCn1c(C)nc2c(N3CCOCC3C)cc(-c3ccc(NC(=O)NCC)cc3)nc21,1.0
CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3)c3ncn(CC)c3n2)cc1,1.0
CC(=O)N1CCN(c2ccc(Nc3c(C(N)=O)cnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,1.0
CC(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCN(S(C)(=O)=O)CC2)c(C(F)(F)F)c1,1.0
CC(C)(C)C(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1,1.0
CC(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1,1.0
COCCC(=O)N1CCN(c2ccc(Nc3ccnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,1.0
CS(=O)(=O)N1CCN(c2ccc(Nc3c(C(N)=O)cnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,1.0
NC(=O)c1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1,1.0
Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1,1.0
CC(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCN(C(C)=O)CC2)c(C(F)(F)F)c1,1.0
O=C(Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1)C(F)(F)F,1.0
