smiles,Epidermal_growth_factor_receptor_erbB1
COc1cc(N2CCN(CCS(C)(=O)=O)CC2)c(Cl)cc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
COCCN1CCN(c2cc(OC)c(Nc3nccc(-c4c(-c5ccc(OC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)cc2C)CC1,1.0
CCOc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cc(CC)c(N4CCN(CCS(C)(=O)=O)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F,1.0
CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCN(CCS(C)(=O)=O)CC1,1.0
CCOc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
CCOc1cc(N2CCN(S(C)(=O)=O)CC2)c(C)cc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
CCOc1cc(N2CCN(CCS(C)(=O)=O)CC2)c(C)cc1Nc1nccc(-c2c(-c3ccc(OCC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1.0
CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OC)c2)CC1,1.0
CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3ccc(N4CCN(C(C)C)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F,1.0
CCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCCCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
COc1cc([N+](=O)[O-])c2oc(-c3ccc([N+](=O)[O-])cc3)cc(=O)c2c1,0.0
CCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
Nc1ccc(-c2cc(=O)c3cc(N)c(O)cc3o2)cc1,0.0
CCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CC(C)C(NC(=O)OC(C)(C)C)C(=O)Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,0.0
CCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc12,0.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0
Nc1c(-c2ccc(Cl)cc2)oc2ccccc2c1=O,0.0
CCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])cc(O)cc12,0.0
CCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
CCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])cccc12,0.0
CCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
CC(C)(C)OC(=O)NC(CC(N)=O)C(=O)Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c12,0.0
CCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc([N+](=O)[O-])cc12,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])c(O)ccc12,0.0
Nc1cccc(-c2cc(=O)c3c(N)c(O)c(N)cc3o2)c1,0.0
Cc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,0.0
CCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
CCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(O)c([N+](=O)[O-])cc12,0.0
CCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
CCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])ccc(O)c12,0.0
CCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1,0.0
CCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccc([N+](=O)[O-])c(O)c12,0.0
CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,0.0
CC(=O)NC(CC(C)C)C(=O)Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,0.0
COc1ccc([N+](=O)[O-])c2oc(-c3ccc([N+](=O)[O-])cc3)cc(=O)c12,0.0
CCCCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.0
O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc12,0.0
COC(=O)c1ccc(OC)c(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c1,1.0
COc1ccccc1-c1cc2c(NCc3ccccc3)ncnc2s1,1.0
COc1c(C(=O)NCCN(C)C)cccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1ccccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cccc(OC)c1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
CC(Nc1ncnc2sc(-c3ccc(C(=O)NCCN(C)C)cc3)cc12)c1ccccc1,1.0
COc1cc(CO)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,1.0
CC(Nc1ncnc2sc(-c3ccccc3C(N)=O)cc12)c1ccccc1,1.0
CC(Nc1ncnc2sc(-c3ccc(C=O)cc3F)cc12)c1ccccc1,1.0
COc1cc(C(N)=O)ccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COC(=O)c1cc(OC)c(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c(OC)c1,1.0
COc1cc(C(N)=O)ccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,1.0
CC(Nc1ncnc2sc(-c3ccc(F)c(C=O)c3)cc12)c1ccccc1,1.0
CN(C)CCNC(=O)c1ccc(-c2cc3c(NC(CO)c4ccccc4)ncnc3s2)cc1,1.0
COc1ccc(CO)cc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
OCc1ccc(-c2cc3c(NCc4ccccc4)ncnc3s2)cc1,1.0
CC(Nc1ncnc2sc(-c3cccc(C(=O)O)c3)cc12)c1ccccc1,1.0
COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,1.0
COc1c(C=O)cccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cc(C=O)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,1.0
COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
OCC(Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,1.0
COc1ccc(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c(OC)c1,1.0
CC(Nc1ncnc2sc(-c3cccc(C(=O)NCCN(C)C)c3)cc12)c1ccccc1,1.0
CC(Nc1ncnc2sc(-c3ccc(CO)cc3F)cc12)c1ccccc1,1.0
COc1c(CO)cccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cccc(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c1OC,1.0
CC(Nc1ncnc2sc(-c3ccc(C(N)=O)cc3)cc12)c1ccccc1,1.0
COCC(Nc1ncnc2sc(-c3ccccc3OC)cc12)c1ccccc1,1.0
CC(Nc1ncnc2sc(-c3ccc(S(C)(=O)=O)cc3)cc12)c1ccccc1,1.0
CC(Nc1ncnc2sc(-c3cccc(C=O)c3)cc12)c1ccccc1,1.0
CC(Nc1ncnc2sc(-c3ccc(C(=O)O)cc3)cc12)c1ccccc1,1.0
COc1cccc(OC)c1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,1.0
OCc1cccc(-c2cc3c(NC(CO)c4ccccc4)ncnc3s2)c1,1.0
COc1ccccc1-c1cc2c(NC(C)c3ccc(F)cc3)ncnc2s1,1.0
CC(Nc1ncnc2sc(-c3cccc(S(C)(=O)=O)c3)cc12)c1ccccc1,1.0
COC(=O)c1ccc(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c(OC)c1,1.0
CC(Nc1ncnc2sc(-c3cccc(C(N)=O)c3)cc12)c1ccccc1,1.0
COC(=O)c1cccc(-c2cc3c(NC(C)c4ccccc4)ncnc3s2)c1OC,1.0
COc1ccc(C=O)cc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
COc1cc(F)ccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,1.0
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(F)cc3)C2)cc1,0.0
O=[N+]([O-])c1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
O=[N+]([O-])c1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(OC)cc3)C2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Br)cc3)C2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1C,0.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1,0.0
Oc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
Clc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc(Br)cc3)n2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1C,0.0
COc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(C)cc3)C2)cc1,0.0
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(F)cc3)C2)cc1C,1.0
COc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
Clc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
Oc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
Fc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(C)cc3)C2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(F)cc3)C2)cc1C,0.0
Fc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,0.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(OC)cc3)C2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1C,1.0
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1C,0.0
Clc1ccc(-c2csc(N3N=C(c4ccc(Br)cc4)CC3c3ccc(Cl)cc3)n2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Cl)cc3)C2)cc1C,1.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(F)cc3)C2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Br)cc3)C2)cc1C,1.0
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1,0.0
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,1.0
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Cl)cc3)C2)cc1C,0.0
Brc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,0.0
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1C,1.0
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1,0.0
Cc1cc(Nc2ncc3c(n2)N(C2CCN(C(=O)CC(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,1.0
C=CC(=O)N1CCC(N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(C)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3ccccc3OC)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C(C)=O)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(OC)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(CC)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(C)C)c4)nc32)C1,1.0
CCCC(=O)N1CCC(N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
Cc1cc(Nc2ncc3c(n2)N(C2CCN(C(=O)C(C)(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4C)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3ccc(F)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3ccc(OC)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
Cc1cc(Nc2ncc3c(n2)N(C2CCN(C(=O)C(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(Cl)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)C(C)C5)c(C)c4)nc32)C1,1.0
CCCN1CCC(N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3ccccc3C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(OC(F)F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CC(=O)N1CCC(N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,1.0
Cc1cc(Nc2ncc3c(n2)N(C2CCN(C(=O)CO)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(OC)c3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3ccc(C)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1,0.0
CCC(=O)N1CCC(N2C(=O)N(c3ccc(Cl)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(OC)c3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cccc(OC(F)(F)F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CC(C)N(C)C(C)C5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3ccccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
CCC(=O)N1CCC(N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,1.0
Cc1cc(Nc2ncc3c(n2)N(C2CCN(C(=O)CN(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3cccc(F)c3)c12,0.0
COc1ccc(Nc2nc(C)nc3oc(C)cc23)cc1,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3cccc(OC)c3)c12,0.0
Cc1nc(N(C)c2ccc(OC(C)C)cc2)c2cc(C)oc2n1,1.0
Cc1oc2ncnc(Nc3ccccc3)c2c1C(=O)NCCO,0.0
C#Cc1cccc(Nc2ncnc3oc(C)c(C(=O)OCC)c23)c1,0.0
CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,1.0
CCCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3ccccc3)c12,0.0
Cc1nc(Nc2ccc(F)c(Cl)c2)c2cc(C)oc2n1,1.0
COc1ccc(N(C)c2ncnc3occ(C)c23)cc1,1.0
CCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,1.0
Cc1nc(Nc2ccc(C(F)(F)F)cc2)c2cc(C)oc2n1,1.0
CCCNC(=O)c1c(C)oc2ncnc(Nc3cccc(C)c3)c12,0.0
Cc1oc2ncnc(Nc3ccccc3)c2c1C(=O)O,0.0
Cc1coc2ncnc(N(C)c3ccc(N(C)C)cc3)c12,1.0
COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1OC,1.0
COc1ccc(N(c2ncnc3occ(C)c23)C(C)C)cc1,1.0
Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)NC(C)C,0.0
COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)c(OC)c1,1.0
Cc1oc2ncnc(Nc3cccc(F)c3)c2c1C(=O)NCCO,0.0
COc1ccc(N(c2nc(C)nc3oc(C)cc23)C(C)C)cc1,1.0
Cc1nc(Nc2ccccc2)c2cc(C)oc2n1,1.0
CCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,1.0
Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)NCCO,0.0
CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3ccc(F)cc3)c12,0.0
CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,1.0
C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1,1.0
COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3cccc(Br)c3)c12,0.0
Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)O,1.0
CCOC(=O)c1c(C)oc2ncnc(Nc3cccc(Cl)c3)c12,0.0
CCOC(=O)c1c(C)oc2ncnc(Nc3ccc(F)c(Cl)c3)c12,0.0
CSc1ccc(N(C)c2ncnc3occ(C)c23)cc1,1.0
CCc1ccc(N(C)c2ncnc3occ(C)c23)cc1,1.0
Cc1nc(Nc2ccc(Cl)cc2)c2cc(C)oc2n1,1.0
COc1ccc(Nc2ncnc3occ(C)c23)cc1,1.0
Cc1oc2ncnc(Nc3cccc(Br)c3)c2c1C(=O)O,1.0
Fc1ccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)cc1Cl,0.0
COc1cc(OC)c2c(c1)Oc1ncnc(Nc3cccc(Br)c3)c1NC2,0.0
COc1cccc2c1CNc1c(Nc3cccc(Br)c3)ncnc1O2,0.0
COc1cc2c(cc1OC)Oc1nc(C)nc(Nc3cccc(Br)c3)c1NC2,0.0
CS(=O)(=O)Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,0.0
CS(=O)(=O)Nc1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,0.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(C)c3)c1NC2,0.0
COc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,0.0
Fc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,0.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3)c1NC2,0.0
C=CC(=O)Nc1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,0.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(Br)c3)c1NC2,1.0
O=C(O)c1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,1.0
Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,1.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(Br)cc3)c1NC2,0.0
Fc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,0.0
FC(F)(F)Oc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,0.0
Fc1ccc(Nc2ncnc3c2NCc2cc(Cl)ccc2O3)cc1Cl,1.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3Cl)c1NC2,0.0
COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)c(Cl)c3)c1NC2,1.0
Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,0.0
O=C(O)c1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,0.0
Nc1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,0.0
Brc1cccc(Nc2ncnc3c2NCc2ccccc2O3)c1,0.0
