smiles,Epidermal_growth_factor_receptor_erbB1
Cc1ccc(Oc2nc3ccc(C)cc3cc2C=NNC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,1.0
Cc1ccc2nc(Oc3ccccc3)c(C=NNC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,0.0
Cc1ccc2nc(Oc3ccc(F)cc3)c(C=NNC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,1.0
Cc1ncc([N+](=O)[O-])n1CC(=O)NN=Cc1cc2ccccc2nc1Oc1ccc(Cl)cc1,0.0
COc1ccc(Oc2nc3ccccc3cc2C=NNC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,1.0
COc1ccc(Oc2nc3ccc(C)cc3cc2C=NNC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,1.0
Cc1ncc([N+](=O)[O-])n1CC(=O)NN=Cc1cc2ccccc2nc1Oc1ccc(F)cc1,1.0
Cc1ncc([N+](=O)[O-])n1CC(=O)NN=Cc1cc2ccccc2nc1Oc1ccccc1,0.0
Cc1ccc(Oc2nc3ccccc3cc2C=NNC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,0.0
O=C(C=CCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F,1.0
O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C(F)=CCN1CCCCC1,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,1.0
C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)C=CCN4CCCCC4)cc23)c1,1.0
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,1.0
O=C(C=CCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCF,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCC(F)CC1,1.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)C=CCN4CCCCC4)cc23)c1,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCC(F)C1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4C)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4C)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
COc1cc2c(Nc3ccc(NC(=O)Nc4ccccc4)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
CN(C)c1ccc2cncnc2c1,1.0
c1ccc2ncncc2c1,1.0
COc1ccc([N+](=O)[O-])c2ncnc(O)c12,0.0
CNc1ccc2ncncc2c1,1.0
COc1ccc2ncncc2c1,1.0
Nc1ccc2ncncc2c1,1.0
CN(C)c1ccc2ncncc2c1,1.0
Nc1ccc2cncnc2c1,1.0
CNc1ccc2cncnc2c1,1.0
COc1ccc2cncnc2c1,1.0
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,0.0
Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1,0.0
Brc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,0.0
Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,0.0
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.0
Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,1.0
Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,0.0
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,0.0
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.0
Oc1ccccc1CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,0.0
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCOCC1,1.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cc1OCCCN1CCOCC1,1.0
CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,1.0
CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.0
COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1,1.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1,1.0
C=C(C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1.0
CC=Cc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cc1,0.0
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C=CCN1CCOCC1,0.0
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCOCC1,0.0
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC(C)N1CCOCC1,0.0
COc1cc(NC(=O)C=CCN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,0.0
COc1cc(NC(=O)C=CCN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12,0.0
COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCOCC1,0.0
CCOc1cc2nccc(Nc3cccc(Br)c3)c2cc1NC(=O)C=CCN1CCOCC1,0.0
COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC(C)N1CCOCC1,0.0
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C=CCN1CCOCC1,0.0
N#Cc1cnc2ccc(NC(=O)C=CCN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,0.0
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
COc1cc(OC)cc(-c2cc3cnc(N)nc3n(C)c2=O)c1,0.0
CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(O)nc21,0.0
CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,0.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,0.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1.0
COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1.0
COc1ccccc1-c1cc2c(Nc3ccccc3)ncnc2s1,1.0
COc1cc(C=O)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1.0
O=[N+]([O-])c1ccc(-c2cc3c(Nc4ccc(Cl)c(C(F)(F)F)c4)ncnc3s2)cc1,0.0
COc1cc(CO)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1.0
C#Cc1cccc(Nc2ncnc3sc(-c4ccccc4OC)cc23)c1,1.0
COc1cc(CO)ccc1-c1cc2c(Nc3ccccc3)ncnc2s1,1.0
OCc1ccc(-c2cc3c(Nc4ccccc4)ncnc3s2)cc1,1.0
COc1cc(C=O)ccc1-c1cc2c(Nc3ccccc3)ncnc2s1,1.0
C#Cc1cccc(Nc2ncnc3sc(-c4ccc(CO)cc4OC)cc23)c1,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)CC1F,1.0
C=CC(=O)NC1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,1.0
C=CC(=O)NC1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)CC1F,1.0
C=CC(=O)NC1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)CC1F,1.0
CC(C)(C)C(=O)Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(Cl)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
C#Cc1cccc(Nc2nc(N)nc3[nH]c(CCc4ccccn4)cc23)c1,0.0
CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1,0.0
Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,1.0
C=CC(=O)Nc1cc2c(Cc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3cccc(Br)c3)c2c1,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Br)c3)c2c1,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3cccc(C)c3)c2c1,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(OCCN(C)C)c(Br)c3)c2c1,1.0
C=CC(=O)Nc1cc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCCCO,1.0
C=CC(=O)Nc1cc2c(Cc3cccc(Br)c3)ncnc2cc1SCCCN(CC)CC,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Cl)c3)c2c1,1.0
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(CN(C)C)c(Br)c3)c2c1,1.0
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,1.0
CC(=O)OC(Cc1c(SSc2[nH]c3ccccc3c2CC(OC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,0.0
COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O,0.0
NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,0.0
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)c(O)c2)[nH]c2ccccc12)NCc1ccc(C(=O)O)c(O)c1,0.0
CC(=O)NC(Cc1c(SSc2[nH]c3ccccc3c2CC(NC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,0.0
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,0.0
O=C(NCc1ccccc1)C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(O)C(=O)NCc2ccccc2)[nH]c2ccccc12,0.0
COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)cc3)[nH]c3ccccc23)cc1,0.0
CCCN1CCC(Oc2cc(OC)cc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,1.0
COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1,1.0
COc1cc(OC2CCN(C(C)=O)CC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,1.0
CN1CCC(Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,1.0
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,0.0
COc1cc(OC2CCNCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,1.0
COc1cc(OC2CCN(C)CC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,1.0
COc1cc(OC2CCN(S(C)(=O)=O)CC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,0.0
CCN1CCC(Oc2cc(OC)cc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,1.0
C=CC(=O)N1CCc2c(sc3ncnc(NC(CO)c4ccccc4)c23)C1,1.0
CC#CC(=O)N1CCc2c(sc3ncnc(NC(CO)c4ccccc4)c23)C1,0.0
CCN(CC)CC=CC(=O)N1CCc2c(sc3ncnc(NC(CO)c4ccccc4)c23)C1,1.0
CN(C)CC=CC(=O)N1CCc2c(sc3ncnc(NC(CO)c4ccccc4)c23)C1,1.0
C=CC(=O)N1CCc2c(sc3ncnc(NC(CC)c4ccccc4)c23)C1,1.0
CCC(Nc1ncnc2sc3c(c12)CCN(C(=O)C=CCN(C)C)C3)c1ccccc1,1.0
CC(Nc1ncnc2sc3c(c12)CCN(C(=O)C=CCN(C)C)C3)c1ccccc1,1.0
C=CS(=O)(=O)N1CCc2c(sc3ncnc(NC(CO)c4ccccc4)c23)C1,1.0
C=CC(=O)N1CCc2c(sc3ncnc(NC(C)c4ccccc4)c23)C1,1.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(NN=Cc2ccc(C(F)(F)F)cc2)ncc1Cl,1.0
COc1cccc(C=NNc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,1.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(NN=Cc2cccc(C(F)(F)F)c2)ncc1Cl,1.0
CC(=NNc1ncc(Cl)c(Nc2cccc(NC(=O)C=CCN(C)C)c2)n1)c1ccc(F)cc1,0.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(NN=Cc2ccc(F)cc2)ncc1Cl,1.0
CN(C)CC=CC(=O)Nc1cccc(Nc2nc(NN=Cc3ccc(F)cc3)ncc2Cl)c1,0.0
CC(C)S(=O)(=O)c1ccccc1Nc1nc(NN=Cc2ccc(OC(F)(F)F)cc2)ncc1Cl,1.0
COc1ccc(C=NNc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,1.0
C=CC(=O)Nc1cccc(Nc2nc(NN=C(C)c3ccc(F)cc3F)ncc2Cl)c1,0.0
O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,0.0
Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
c1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,1.0
Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,1.0
FC(F)(F)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
Oc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC(C(N)=O)C1,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1C(=O)N(C)C,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1CC(N)=O,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(OC)CC1C(N)=O,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCCC1C(N)=O,1.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC(C(N)=O)C1,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1C(N)=O,1.0
CNC(=O)C1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,1.0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1,1.0
COC(=O)c1ccc2c(c1)C(=Cc1cc(Br)c(O)c(Br)c1)C(=O)N2,0.0
CC(C)(C)c1cc(C=C2C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,0.0
COc1c(Br)cc(C=C2C(=O)Nc3ccccc32)cc1C(C)(C)C,0.0
CSCc1cc(C=C2C(=O)Nc3ccccc32)cc(CSC)c1O,1.0
CC(C)c1cc(C=C2C(=O)Nc3ccccc32)cc(C(C)C)c1O,1.0
CC(C)c1cc(C=C2C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,0.0
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0.0
COc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C,0.0
CC(C)c1ccc(C=C2C(=O)Nc3ccccc32)cc1,0.0
COc1ccc2ncc(-c3ccncc3)cc2c1,0.0
COc1ccc2cc(-c3ccncc3)cnc2c1,0.0
COc1cc2ncc(-c3ccncc3)cc2c(OC)c1OC,0.0
Oc1ccc2cc(-c3ccncc3)cnc2c1,0.0
c1ccc2ncc(-c3ccncc3)cc2c1,0.0
Oc1cc2cc(-c3ccncc3)cnc2cc1O,0.0
Oc1cc(O)c2cc(-c3ccncc3)cnc2c1,0.0
COc1ccc2c(C)c(-c3ccncc3)cnc2c1,0.0
COc1ccc2ncc(-c3ccncc3)c(C)c2c1,0.0
CC(COC(=O)c1ccc(-c2ccc(C(C)(C)C)cc2O)cc1)CC(C)(C)C,0.0
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1,0.0
O=C(O)Cc1ccc(-c2ccccc2)cc1,0.0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0.0
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.0
CC(C)(C)c1cc(O)cc(-c2ccc(CO)cc2)c1,0.0
COC(=O)c1ccc(-c2ccc(C(C)(C)C)cc2O)cc1,0.0
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,0.0
CC(COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1)CC(C)(C)C,0.0
CC(C)(CO)NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,1.0
CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
Cn1ccc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc21,0.0
Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1,1.0
OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,1.0
COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,1.0
COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,0.0
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,0.0
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,0.0
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(Cl)cc3F)c2cc1OC,0.0
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,0.0
COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,0.0
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,0.0
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(COC(C)=O)o4)cc23)c1,0.0
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)c1,1.0
CC=Cc1ccc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)cc1,0.0
OCc1ccc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)o1,0.0
CC=Cc1ccc(Nc2ncnc3ccc(-c4ccc(CO)o4)cc23)cc1,0.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)o1,1.0
C#Cc1cccc(Nc2ncnc3ccc(-c4ccc(CNCCS(C)(=O)=O)o4)cc23)c1,1.0
CC=Cc1ccc(Nc2ncnc3ccc(-c4ccc(COC(C)=O)o4)cc23)cc1,0.0
CC(=O)OCc1ccc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)o1,0.0
OCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCOCCO)cc5)sc34)ccc2[nH]1,1.0
CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCO)cc5)sc34)ccc2[nH]1,1.0
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN(C)CCO)cc5)sc34)ccc2[nH]1,1.0
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCCO)cc5)sc34)ccc2[nH]1,1.0
CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
OCCOCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0
COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC1CC2OCC(OC)C2O1,1.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.0
COc1cc(OC)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,0.0
O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,0.0
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0.0
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,0.0
CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1,1.0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0.0
O=c1c(-c2cccc(Cl)c2)coc2cc(O)ccc12,0.0
COC1C(N(C)C(=O)c2ccc(Cl)cc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0
COC1C(N(C)C(=O)c2ccccc2Cl)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0
COc1ccc(C(=O)N(C)C2CC3OC(C)(C2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,0.0
COC1C(N(C)C(=O)c2cccc([N+](=O)[O-])c2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0
COC(=O)c1ccc(C(=O)N(C)C2CC3OC(C)(C2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,0.0
COC1C(N(C)C(=O)c2cccc(Cl)c2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.0
COC1C(N(C)C(=O)c2ccc(C(=O)O)cc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1.0
