smiles,Serine_threonine-protein_kinase_AKT
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(OC(F)F)c(F)c3)cn2CCN2CCC2)CC1,1.0
Cc1cc(-c2cn[nH]c2)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,1.0
COc1cccc(Nc2cc(N3CCCC3C(=O)NCCN3CCCCC3)nc(N)n2)c1,0.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(OC(F)(F)C(F)F)c1,1.0
CCOCCN(CC(O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1C(F)(F)F,0.0
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc4[nH]ncc4c3)cn2CCN2CCC2)CC1,1.0
COCC1CCCN1C(=O)C1CCCN1c1cc(Nc2cccc(OC)c2)nc(N)n1,0.0
COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,0.0
Nc1ccc2ncnc(N3CCN(C(=O)C(N)Cc4ccc(Cl)cc4)CC3)c2c1,1.0
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C2CC2)CC1,1.0
NCC(CNc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,1.0
Cc1c(NCCN(C)C)cc(Cl)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,1.0
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)cc1,0.0
Cn1c(-c2ccccc2)nc2c(Sc3ccc(F)cc3)ncnc21,0.0
Cc1ccc(C(=O)NC2CC2)cc1F,0.0
CNCCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,1.0
Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1-c1ccn[nH]1,0.0
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCCO,0.0
Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,0.0
c1c[nH]c(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,0.0
Cc1nc2nc(-c3ccc(CN4CCC(c5nc6ccc(F)cc6[nH]5)CC4)cc3)c(-c3ccccc3)cn2n1,1.0
CC(C)CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C#N)CC1,1.0
COc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1,0.0
NC(CNc1cnc(Cl)c(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12,1.0
Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(Cl)cc3)n2)cc1,0.0
NC1(c2ccc(-c3nc4c5cc(-c6cccc(CO)c6)ccc5nn4cc3-c3ccccc3)cc2)CCC1,1.0
Oc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.0
COc1cccc(-c2cc3c(c(N)nn3C)c(=O)[nH]2)c1,0.0
Nc1c2cnc(-c3ccccc3)cc2nn1-c1ccccc1,0.0
Fc1ccc(Nc2[nH]cnc3ncnc2-3)cc1,0.0
O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,1.0
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Br)c4)c3)cc12,1.0
CC(CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,0.0
CCOC(=O)CCc1c(C=C2C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,0.0
COc1ccc2c(c1)C(=O)c1ccc(-c3ccccc3)cc1CC2,0.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3Cl)cccc21,1.0
CCCC(NC(=O)C(CCCNC(=N)N)NC(=O)CN(CCCCCCN)C(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CN)C(=O)NC(CCC(C)C)C(=O)N(CCCCN)CC(N)=O,1.0
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)C(F)(F)F)C3)c12,1.0
CC(C)c1ccc(CN(Cc2ccc(C(C)C)cc2)c2ccc(NC(=O)c3ccc(NC(=O)CNC(=N)N)c(-c4ccc5ccccc5c4)c3)cc2)cc1,0.0
Cn1cnc2c(Sc3ccc(F)cc3)ncnc21,0.0
Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Br,1.0
Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1,0.0
CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)c(OC)c1,1.0
NC(COc1cncc(-c2ccc3c(c2)C(c2c[nH]c4ccccc24)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1.0
CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1,0.0
O=C1CC2OC(c3ccsc3)C3=C(C(=O)c4ccccc4C3=O)C2O1,1.0
NC1(C(=O)NC(CCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.0
CC(O)CNC(=O)c1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(C5(N)CCC5)cc4)c3n2)c1,1.0
CN1CCN(c2ccc3nc(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)c(-c4ccccc4)nc3n2)CC1,0.0
CN(C)C(COc1cncc(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12,0.0
COC(=O)c1cc(F)ccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3F)cccc21,1.0
O=C(Cc1nc(N2CCOC(CF)C2)cc(=O)[nH]1)N1CCc2c(F)cccc21,1.0
c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1,0.0
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,0.0
CC1CC(O)c2ncnc(N3CCN(C(=O)C(CN)c4ccc(C(F)(F)F)cc4)CC3)c21,1.0
CCc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1,1.0
N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2,0.0
CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0.0
Cc1c(CN2CCN(S(C)(=O)=O)CC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)cn12,0.0
CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,0.0
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2CCN(C)C)c1,0.0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(=O)CCCCCCCCCCCCCCC,1.0
CN(CCc1ccccn1)C(=O)c1cccc(Nc2nccc(Nc3ccc4ncsc4c3)n2)c1,0.0
NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,1.0
CCn1c(-c2nonc2N)nc2cncc(C(=O)NC3CCCNC3)c21,1.0
CC1CC(O)c2ncnc(N3CCN(C(=O)C(CNCC4CC4)c4ccc(Cl)cc4)CC3)c21,1.0
Cc1ccc(F)cc1CC(N)COc1cncc(-c2cc3c(C)n[nH]c3cn2)c1,1.0
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,1.0
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccnc3ccnn23)CC1,0.0
O=C(c1ccco1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,0.0
O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,0.0
Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1-c1cn[nH]c1,0.0
CC1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)CC(C)(C)N)CC3)c21,1.0
Nc1cc2cc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)ccc2cn1,1.0
CCCc1cc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc2c(C)n[nH]c12,1.0
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,0.0
O=C(c1ccccc1F)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,1.0
CCCCCc1ccc(CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)c2ccc(NC(=O)C(CCCNC(=N)N)NC(=O)C3CCCN3C(=O)C(CCCNC(=N)N)NC(=O)CNC(C)=O)cc2)C(C)C)cc1,0.0
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0
NC1(c2ccc(-c3nn4c(-c5ccc6cn[nH]c6c5)cnc4cc3-c3ccccc3)cc2)CCC1,1.0
Cc1cc(C)cc(C(=O)NC(=S)Nc2cc(-c3ccccc3)ccc2O)c1,0.0
NC(=O)C=Cc1cnc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn12,1.0
NCC(Cc1cccc(C(F)(F)F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,1.0
Cc1cc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,1.0
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,1.0
CC(C)(Cc1cc[nH]c1)C1C(=O)Nc2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc21,1.0
O=C1OC(c2ccc(Cl)cc2)=NC1=Cc1cccnc1,0.0
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1[N+](=O)[O-],1.0
CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,0.0
NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.0
NC(COc1cnc(-c2ccco2)c(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,1.0
COCCNC(=O)c1ccc(Oc2sc(C(N)=O)c3c2-c2sncc2CC3)cn1,0.0
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3Cl)o2)c1,0.0
Nc1ccccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,1.0
COc1cc2c(cc1Nc1nc(N3CCc4ccccc43)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,0.0
O=[N+]([O-])c1ccc(-n2c(O)nnc2Sc2ncc([N+](=O)[O-])s2)cc1,0.0
c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,1.0
NC(=O)c1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nn23)cc1,1.0
O=S(=O)(c1cccc2cnccc12)N1CCC2(CCCCN2)CC1,0.0
COc1cc2ncc3c(N)nc(-c4cncc(OCC(N)CC(C)C)c4)cc3c2cc1OC,1.0
O=C(CCc1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,0.0
Cc1cccc(-c2nc(C3CN(Cc4ccc(-c5nc6nc(C7CC7)nn6cc5-c5ccccc5)cc4)C3)n[nH]2)n1,1.0
N=C(NC(=NO)c1nonc1N)c1ccccc1Br,0.0
NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1.0
Cc1nc2nc(-c3ccc(CN4CCC(c5cnc6ccccc6n5)CC4)cc3)c(-c3ccccc3)cn2n1,0.0
O=C(Nc1ccc(O)c(Sc2nncs2)c1)c1ccc([N+](=O)[O-])cc1,0.0
CC(=O)Nc1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1,0.0
O=S(=O)(Cc1ccccc1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,0.0
Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,0.0
CCCC1NC(=O)C(CCCNC(=N)N)NC(=O)CN(C(=O)C(N)CCCNC(=N)N)CCCNC(=O)NCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(CN)NC(=O)C(Cc2ccc(O)cc2)NC1=O,1.0
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,1.0
CC(C)c1ccc2c(c1)NC(=O)C2=NNc1ccc(S(N)(=O)=O)cc1,0.0
O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccc(Cl)cc1,0.0
CN(C)CCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCN(C)C)C5=O,0.0
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)oc1Cl,1.0
CC(Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,0.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CCN)cc21,1.0
Cc1ccc(CN2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,0.0
CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.0
O[S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(Cl)c5)c4c3)o2)CC1,0.0
Cn1cnc2c(Sc3ccccc3)ncnc21,0.0
CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3cccs3)cc2c1C(N)=O,0.0
Cn1c(CC(=O)N2CCc3c(OC(F)F)cccc32)nc(N2CCOCC2)cc1=O,1.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c([N+](=O)[O-])c1,0.0
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,1.0
CCNc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OCC(N)Cc1ccccc1,1.0
O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6cnccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,1.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(F)cccc21,1.0
NC1(c2ccc(-c3nc4ccc(C(=O)O)cn4c3-c3ccccc3)cc2)CCC1,1.0
Nc1nc(Nc2ccc3ncsc3c2)cc(N2CCCC2C(=O)NC(CO)c2ccccc2)n1,0.0
CC(C)N(C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)C(C)C,0.0
COc1cccc(-n2ncc3c(NN=Cc4ccc(S(C)(=O)=O)cc4)ncnc32)c1,0.0
O=C(Nc1ccccc1)Nc1ccccc1,0.0
NC(Cc1cc(F)cc(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,1.0
NC(CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1Cl,1.0
CC(C)CN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.0
Cc1cccc(N(C)c2cc(Nc3ccc(CC(=O)Nc4ccc5ncsc5c4)cc3)ncn2)c1,0.0
COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2s1,0.0
NC1(c2ccc(-c3nc4nc(O)ccn4c3-c3ccccc3)cc2)CC(O)C1,1.0
NC1(c2ccc(-c3nc4c(O)cccn4c3-c3ccccc3)cc2)CCC1,1.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(OC(F)(F)F)c1,1.0
CN(CCc1ccccc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,1.0
NC(COc1cncc(-c2ccc3c(c2)C(c2cccs2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1.0
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3cccc(N)c3)nc2n1,1.0
NC(COc1cncc(NC(=O)c2ccncc2)c1)Cc1ccccc1,0.0
Cc1[nH]nc(C2CC2)c1-c1ccc2c(NC(=O)C3CC3)noc2c1,0.0
NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1cnc2ccccc2c1,1.0
NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1ccncc1,0.0
COc1cc(-c2cc(=O)[nH]c(CC(=O)N3CCc4c(F)cccc43)n2)ccn1,0.0
c1ccc(-c2cn3nc(C4CC4)nc3nc2-c2ccc(CN3CCC(c4cnc5ccccc5n4)CC3)cc2)cc1,1.0
CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,0.0
CC1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)C4(N)CC4)CC3)c21,1.0
Nc1ncccc1-c1nc2ccc(Nc3ccc(N4CCOCC4)cc3)nc2n1-c1ccc(C2(N)CCC2)cc1,1.0
Fc1ccc(-[n+]2c[nH]c3ncncc32)cc1,0.0
Nc1ccccc1C#Cc1n[nH]c2ccccc12,0.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21,1.0
Cc1cccc2c1Nc1ncccc1-n1c(-c3ccc(C4(N)CCC4)cc3)nnc1-2,0.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21,1.0
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,0.0
CN(C)C1CCC(Nc2ncnc3[nH]cc(C4CCC(C(N)=O)CC4)c23)CC1,0.0
Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1,1.0
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc2ccccc2s1,1.0
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(OC(F)F)cc3)cn2CCN2CCC2)CC1,0.0
COc1cc(NC(=O)C(C)c2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,0.0
NC(COc1cncc(-c2ccncc2)c1)Cc1c[nH]c2ccccc12,1.0
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc5ccccc5c4)c3)cc12,1.0
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,1.0
CCCC1NC(=O)C(CCCNC(=N)N)NC(=O)C2CCCN2C(=O)C(CCCNC(=N)N)NC(=O)CCCC(=O)NCCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(CN)NC(=O)C(Cc2ccc(O)cc2)NC1=O,0.0
O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,0.0
NC(COc1cc(-c2ccc3cnccc3c2)cnc1Cl)Cc1c[nH]c2ccccc12,1.0
Cc1ccc(C(=O)NC(C)C)cc1-c1ccc(C(=O)NCC2CC2)cc1,0.0
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,0.0
O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1,1.0
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,0.0
Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C)c(Cl)c2C)c1,0.0
CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,0.0
NC(COc1cc(C=Cc2ccncc2)cnc1Cl)Cc1c[nH]c2ccccc12,1.0
NC1(C(=O)NCc2ccc(Cl)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,1.0
NC1(c2ccc(-c3nc4ccc(-c5cnc[nH]5)cn4c3-c3ccccc3)cc2)CCC1,1.0
CN(C)C(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.0
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)cc3)cn2CCN2CCCC2)CC1,1.0
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1,0.0
Cn1c(CC(=O)Nc2ccc(F)c(Br)c2)nc(N2CCOCC2)cc1=O,1.0
NC1(c2ccc(-c3nc4ccc(-c5cccnc5)cn4c3-c3ccccc3)cc2)CCC1,1.0
CC(C)NC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,1.0
O=C(Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1)N1CCc2c(F)cccc21,1.0
Nc1cc(N2CCC(c3nc(-c4ccc(C(F)(F)F)cc4)cn3CCN3CCCC3)CC2)ncn1,1.0
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN)CC1,1.0
COc1cc2ncc3c(N)nc(-c4cncc(OCC(N)Cc5ccccc5Cl)c4)cc3c2cc1OC,1.0
C=CC1(C)C=C2C(O)C3OC(=O)C4(C)CCC5CC5(C34)C2(O)C(=O)C1,0.0
Cn1cc(-c2cnc3ncc(-c4cn[nH]c4)cn23)cn1,0.0
Cc1cc(CC(C)(C)C2C(=O)Nc3ccc(-c4cncc(OCC(N)Cc5c[nH]c6ccccc56)c4)cc32)oc1C,1.0
NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,0.0
Cc1c(Nc2c(C#N)cncc2C=CCCN2CCCC(N)C2)ccc2[nH]ccc12,0.0
COc1cccc(-n2nc(C)c3c(NN=C(C)c4ccncc4)ncnc32)c1,0.0
CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CNCCCn4ccnc4)cc3)nc2n1,1.0
NC(COc1cncc(-c2ccc([N+](=O)[O-])cc2)c1)Cc1c[nH]c2ccccc12,0.0
O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,0.0
Cc1ccc(C2C(=O)Nc3ccc(-c4cncc(OCC(N)Cc5c[nH]c6ccccc56)c4)cc32)o1,1.0
OCCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,1.0
CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,1.0
COc1ccc(S(=O)(=O)Nc2cccc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,0.0
Cc1cnc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn12,1.0
COc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,1.0
NC(COc1cncc(-c2ccc3c(c2)C(=O)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1.0
N#Cc1ncc2nc1OCCCCCOc1cc(OCCO)c(Cl)cc1NC(=O)N2,1.0
CCCC(NC(=O)C(CCCNC(=N)N)NC(=O)C(C)N(C)C(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CN)C(=O)NC(CCC(C)C)C(N)=O,0.0
CSc1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(C(=O)Nc5ccncc5)CC4)cc3)nc2n1,1.0
Cc1cc(CC(N)COc2cncc(-c3ccc4[nH]nc(C)c4c3)c2)ccc1Br,1.0
Cc1cccc(Nc2nccc3c2CN(C(=O)c2cc(C)n(C)c2C)CC3)c1,0.0
CC(C)c1nc2nc(-c3ccc(CN4CCC(c5cnc6ccccc6n5)CC4)cc3)c(-c3ccccc3)cn2n1,0.0
Nc1ncccc1-c1nc2cccnc2n1-c1cccc(CNC(=O)c2ccccc2)c1,0.0
COc1ccc(COc2ccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc3n2)cn1,1.0
NC1(c2ccc(-n3c(-c4ccnnc4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1,1.0
CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2cccnc2)cc1,0.0
Oc1nc2ccc(NC(COc3cncc(-c4ccc5nc(O)oc5c4)c3)Cc3c[nH]c4ccccc34)cc2o1,1.0
Cc1cc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)no1,1.0
Cc1n[nH]c2ccc(-c3cc(OCC(N)Cc4ccccc4)cnc3-c3ccccc3)cc12,1.0
CNCC1CCCN(c2ccc(C(N)=O)c3ncncc23)C1,0.0
CN(C)C(=O)OC1CNC(C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,0.0
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCO)CC1,1.0
NC(COc1cncc(-c2ccc3c(c2)C(c2ccccn2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1.0
NC(CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1,1.0
COc1cc2c(cc1OC)CN(CC(=O)Nc1ccc3c(c1)C(=Cc1cnc[nH]1)C(=O)N3)CC2,0.0
CC(C)(CC1CCCN1)C1C(=O)Nc2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc21,1.0
Cc1cnc(N)nc1OCC(C)(C)CO,0.0
c1ccc(CNCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,0.0
CN1CC(N2CCN(c3ncc4cc(-c5ccccc5)c(-c5ccc(CN6CCC(c7nnc(-c8ccccn8)[nH]7)CC6)cc5)nc4n3)CC2)C1,1.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)(F)F)cccc21,1.0
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3cc(F)ccc23)CC1,1.0
NCC1(c2ccc(Cl)c(Cl)c2)CCN(c2cc(N)ncn2)CC1,0.0
Fc1ccc(-c2cn3ccnc3nc2-c2ccc(CN3CCC(c4n[nH]c(-c5cnccn5)n4)CC3)cc2)cc1,1.0
CN1CCN(c2cc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3cn2)CC1,1.0
Cn1c(CC(=O)Nc2ccc(F)c(Cl)c2)nc(N2CCOC(CF)C2)cc1=O,1.0
