smiles,Serine_threonine-protein_kinase_B-raf
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCC(N(C)C)CC3)c2)nn1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(-c4cnco4)cc32)cc1,0.0
COc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCCCCC3)nc12,1.0
ON=C1CCc2cc(Nc3c(-c4cccnc4)oc4cnccc34)ccc21,1.0
COc1cc(-c2ccc3ncnc(Nc4cc(O)c(C)cc4F)c3c2)ccc1O,1.0
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4C)c3)c2cc1OC,1.0
CC1(C)OCC(COc2cccc3c2CCc2cc(Nc4ccc(F)cc4F)ccc2C3=O)O1,0.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccccc3F)ccc2[nH]1,1.0
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCc3ccccc3)nc12,1.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NC5CC(N6CCN(C)CC6)C5)nc34)c2)cc1C(F)(F)F,1.0
COc1cc(Nc2cncc(Oc3cccc4[nH]ccc34)n2)cc(OC)c1OC,0.0
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)Nc2cc(NC)ncn2)c1F,1.0
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)c2)n1,0.0
Nc1ncnc2c1ncn2CC(=O)c1ccccn1,0.0
O=C(c1cc(-c2ccc3c(c2)Cc2cn[nH]c2-3)c(-c2ccncc2)o1)N1CCNCC1,1.0
COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,1.0
CC(C)(C)c1ccc(C(=O)Nc2cccc(C(=O)Nc3ccc4[nH]ncc4c3)c2)cc1,1.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,1.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,0.0
CCCS(=O)(=O)Nc1ccc(C)c(Nc2ncnc3cnc(N4CCN(C)CC4)nc23)c1,0.0
CN(C)CCOc1ccc(-c2nc(-c3ccc4ccc(O)cc4c3)c(-c3ccncc3)[nH]2)cc1,0.0
CN1CC2CC1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C(C)C)CC3)c2)nn1,1.0
COc1ncc2ncnc(Nc3cc(NC(=O)c4cc(N5CCN(C)CC5)cc(C(F)(F)F)c4)ccc3C)c2n1,1.0
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,1.0
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)cc1F,1.0
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(Cl)c(Cl)c1,1.0
CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,0.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(OC)c3)ccc2[nH]1,1.0
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(F)(F)F)c4)ncc3c2)ccn1,1.0
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cl)c(C(=O)Nc2ccc(-c3ncc[nH]3)nc2)c1,0.0
COc1cc(Nc2cncc(Oc3ccc4c(c3)CCC4=O)n2)cc(OC)c1OC,0.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(C4CCNCC4)c3)ccc2[nH]1,1.0
Cc1cc(O)cc(C)c1C=Cc1cncc(C(=O)OC(C)(C)C)c1,0.0
CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4cccc(C(C)(C)C)c4)nc3c2)ccn1,1.0
COc1cc2c(cc1Nc1nc(Nc3ccsc3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CCC2(C)C,0.0
COc1cc(-c2ccc3ncnc(Nc4cc(O)ccc4C)c3c2)ccc1O,1.0
C=Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1,1.0
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCC(N(C)C)C3)c2)nn1,1.0
COc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(CN5CCCC5)cc(C(F)(F)F)c4)ccc3C)c2n1,1.0
COc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5CC6CC5CN6)cc4F)ccnc23)c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(NCc3ccccc3)nc12,1.0
COc1cc(Nc2cncc(Nc3ccncc3)n2)cc(OC)c1OC,0.0
CNCCn1cc(-c2ccc3c(c2)Cc2c[nH]nc2-3)c(-c2ccncc2)n1,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1nc(C(C)C)cc(N2CCOCC2)n1,1.0
Cc1ccc(N2C(=O)C(=Cc3ccc(CN(CCC#N)S(C)(=O)=O)o3)C(=O)NC2=S)cc1Cl,1.0
O=C(c1ccc(-c2cccnc2)s1)N1N=C(c2cccnc2)CC1c1ccccc1O,1.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(S(C)(=O)=O)cc4)nc3c2)c1F,1.0
Nc1ccc(F)c(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,1.0
CN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2n1,1.0
CCN(C)c1cncc(-c2cn(-c3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C)nn2)c1,1.0
CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(Cl)cc32)cc1,0.0
COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2c(F)ccc(NS(C)(=O)=O)c2F)n1,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)n(C)c(=O)c1,1.0
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(CO)c(-c2ccnc(N3CCOCC3)c2)c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N(C)C)c2)nn1,1.0
CC(C)(C)c1cccc(C(=O)Nc2cccc(Oc3ccnc4ncc(=O)[nH]c34)c2)c1,1.0
CCN1C2CCC1CC(c1ccnc3c(-c4ccc(F)c(O)c4)c(-c4ccncc4)nn13)C2,1.0
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,1.0
Nc1nc(-c2ccc3c(c2)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1,0.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3ccc(Br)s3)ccc2[nH]1,1.0
CN1CC2CC1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)cc1C(F)(F)F,1.0
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc([N+](=O)[O-])c3)cc2N1,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3C)ccc2[nH]1,1.0
CN(C)Cc1cccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(C3=CCNCC3)nc12,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(-n2ccnc2)n1,1.0
C#CCCC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3ccc(F)cc3)cc2[nH]1,1.0
COc1ccc(OCCNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1,0.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(N(C)C)nc34)c2)cc1C(F)(F)F,1.0
O=C(CCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,1.0
COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(NS(C)(=O)=O)c(C)c(OC)c2)n1,1.0
CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(F)c(Cl)c3)c2)nc1,1.0
CCN1CCC(Cc2ccc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)cc(NS(C)(=O)=O)c5OC)ccc4C)c3n2)CC1,1.0
COc1ncc2ncnc(Nc3cc(NC(=O)c4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2n1,1.0
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C)c2)cc1-c1ccnc(N2CCOCC2)c1,1.0
CC(C)NC(=O)c1oc2cnccc2c1Nc1ccc2c(c1)CNC2=NO,1.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1,1.0
Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,1.0
Cc1ccc(C(=O)NCC2CCOC2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,0.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4c(N)nc(N5CCN(CC6CCN(C)CC6)CC5)nc34)c2)cc1C(F)(F)F,1.0
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NCC(O)CO)c2cc[nH]c2n1,0.0
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,0.0
CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)cc(Cl)c3n2)cc1,1.0
N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4cccc(F)c4)c3F)c2c1,1.0
COc1cc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)ccc1O,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3cccc(OC)c3)ccc2[nH]1,1.0
CCn1cc(-c2ccnc3[nH]cc(Br)c23)c(-c2cccc(NC(=O)Nc3ccccc3)c2)n1,1.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1C,1.0
Cc1ccc2cc(C(=O)Nc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)ccc2n1,1.0
CC(C)CS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnn(C)c4)cc23)c1F,1.0
CC(C)(C#N)c1cc(C(=O)Nc2c[nH]c(=O)c(-c3ccnc(N4CCOCC4)c3)c2)ccn1,0.0
NS(=O)(=O)c1ccc(Nc2cc(-c3ccc(O)c(F)c3)n[nH]2)cc1,0.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(C(C)C)CC3)nc12,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,1.0
CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc3ccccc3c2)CC(=O)N1,0.0
CC(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)n(-c2ccccc2)n1,1.0
CCOC(=O)c1sc(NC(=O)c2cccc([N+](=O)[O-])c2)c(C#N)c1C,0.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N(C)C)nc(N2CCOCC2)c1,1.0
CC(Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl,0.0
CN(C)C1CCN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,1.0
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cnn(-c2ccccc2)c1C(F)(F)F,0.0
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(NCC3CCCO3)c2)nn1,1.0
Cc1ncc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,1.0
Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)c12,1.0
Cc1ccc(NC(=O)c2cccc(C(C)C)c2)cc1C(=O)Nc1cccnc1,1.0
COC(=O)NC(C)CNc1nccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,0.0
COc1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)ccc1O,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CCCO3)ccc2[nH]1,1.0
O=[N+]([O-])c1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1,0.0
O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,0.0
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)n(-c2ccccc2)n1,1.0
O=S(=O)(Nc1ccc(O)c2ccccc12)c1cccs1,0.0
CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC3CC(=O)NN=C43)c(-c3ccncc3)[nH]2)cc1,0.0
C=CCN1CCN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)nn3)c2)CC1,1.0
O=C(c1ccc(Br)o1)N1N=C(c2cccnc2)CC1c1ccccc1O,1.0
COc1ccc(-n2cc(NC(=O)Cn3ccc4ccccc43)cn2)cc1,0.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(S(C)(=O)=O)c3)ccc2[nH]1,1.0
CC(C)N1CCN(CC(=O)Nc2cc(Oc3ccc4c(c3)nc(Nc3cc(C(F)(F)F)ccc3F)n4C)ccn2)CC1,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3nccs3)ccc2[nH]1,1.0
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(NC3CCN(C)C3)c2)nn1,1.0
CC(F)(F)c1ccnc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)c1,1.0
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(NCC3CCCCO3)nc12,1.0
CC(C)CS(=O)(=O)Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F,1.0
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccnc(N2CCOC(CNC(=O)CO)C2)c1,1.0
Cc1cc(-c2oc3cnccc3c2Nc2ccc3c(c2)CCC3=NO)no1,1.0
Nc1n[nH]c2ncccc12,0.0
COc1cc2ncnc(Oc3ccc(Cl)c(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,1.0
CCCS(=O)(=O)Nc1cc(F)c(C(=O)Nc2sc(C(=O)OCC)c(C)c2C#N)c(F)c1,0.0
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCCN1CCOCC1,1.0
CNc1ccc2ncnc(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)c2c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCC(N4CCN(C)CC4)CC3)c2)nn1,1.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N(C)CC5CCCCO5)nc34)c2)cc1C(F)(F)F,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(Cl)c3)ccc2[nH]1,1.0
CC1(C)OCC(CCOc2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)cc4F)cc2CC3)O1,0.0
CN(C)CCOc1ccc(-c2nc(-c3ccc(-c4n[nH]cc4Cl)cc3)c(-c3ccncc3)[nH]2)cc1,0.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CC(C)NC(C)C5)nc34)c2)cc1C(F)(F)F,1.0
COc1cc(Nc2cncc(Oc3cccc(C(C)=O)c3)n2)cc(OC)c1OC,0.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CC(C)NCC3C)nc12,1.0
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1ccc(C#N)nc1,1.0
Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,0.0
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(OC(F)(F)F)c4)ncc3c2)ccn1,1.0
CCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,1.0
O=C(Nc1cc(F)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1F,1.0
CN(C)CCNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,0.0
O=C(Nc1cccc(C(=O)Nc2ccc3[nH]ccc3c2)c1)c1ccccc1,0.0
N#Cc1c(Oc2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,1.0
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3c(F)cccc3F)c2)n1,1.0
COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)c(OC)c1,0.0
[C-]#[N+]c1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,1.0
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N(C)C)nc1,1.0
CCCS(=O)(=O)Nc1ccc(F)c(Nc2ccc3ncncc3c2)c1Cl,1.0
Cc1cn(-c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)c3n2)cn1,1.0
O=C(NN=C1CC2(CCCCC2)Oc2c1ccc1ccccc21)C1C2CC3CC(C2)CC1C3,0.0
Fc1ccc(-c2cn(-c3c(Cl)cc(Cl)cc3Cl)nc2-c2ccncc2)cc1,0.0
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,1.0
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cn1,1.0
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3ccccn3)nc12,1.0
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccccc1,1.0
COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1C=O,1.0
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc2[nH]cc(F)c2c1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C4CC4)CC3)c2)nn1,1.0
CCN1CCN(c2cc(C(=O)Nc3ccc(C)c(-c4ccnc(N5CCOCC5)c4)c3)cc(C(F)(F)F)c2)CC1,1.0
O=C(c1ccc(-c2cccc3c2CCNC3)s1)N1N=C(c2cccnc2)CC1c1c(O)cccc1F,1.0
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2ccc(C(C)(C)C)cc2)n3C)ccn1,1.0
CCN1CCN(c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5c(N)nc(N(C)C)nc45)c3)cc(C(F)(F)F)c2)CC1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CC(C)OC(C)C3)nc12,1.0
Cc1ccc(NC(=O)c2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,1.0
CCOC(=O)c1nc2cnccn2c1Nc1ccc2c(c1)CCC2=NO,1.0
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,1.0
CN1CCCCC1COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,1.0
Cc1ccc(C(=O)NCc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,1.0
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(Cl)ccc(F)c3F)ccc2[nH]1,1.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4c3[nH]c(=O)n4C)cc2F)cn1,1.0
CCN1CCN(c2cc(C(=O)Nc3ccc(C)c(-c4cc(N5CCOCC5)nc(N5CCOCC5)n4)c3)cc(C(F)(F)F)c2)CC1,1.0
O=C(NCCO)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,0.0
O=C(Cn1ccc(-c2cccc(Cl)c2)n1)Nc1cnn(Cc2ccccc2)c1,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2=O)nc(N2CCOCC2)n1,1.0
Cn1cc(-c2ccc3c(c2)Cc2n[nH]nc2-3)c(-c2ccncc2)n1,1.0
O=C(c1ccc(-c2ccccn2)s1)N1N=C(c2cncc(CO)c2)CC1c1ccccc1O,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(NN3CCN(C)CC3)nc12,1.0
CN(C)CCOc1ccc(-c2nc(-c3ccc(-c4cc[nH]n4)cc3)c(-c3ccncc3)[nH]2)cc1,0.0
COc1cc(Nc2cncc(Oc3ccccc3)n2)cc(OC)c1OC,0.0
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(C(C)C)c3)cc2[nH]1,1.0
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C#N)no4)c3)c2cc1OC,1.0
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCCN3CCN(C)CC3)ncn2)CC1,1.0
COc1cc(-c2ccc3ncnc(Nc4ccc(F)c(O)c4F)c3c2)ccc1O,1.0
CN(C)c1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(N3CCOCC3)nc12,1.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(C4CCNCC4)nc3c2)c1F,1.0
N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0.0
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CC6CC5CN6C)nc34)c2)cc1C(F)(F)F,1.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2ccc(N3CCN(CC4CCN(C)CC4)CC3)nc12,1.0
CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)cc3Cl)cc2F)ccn1,0.0
c1ccc2[nH]ncc2c1,0.0
O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)ccc1Cl)c1cccc(OC(F)(F)F)c1,1.0
CS(=O)(=O)Nc1cc(F)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(N)n2)c1Cl,1.0
COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3ccccc3)cc2[nH]1,1.0
CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc(NC(=O)C4CC4)ncn3)c(F)c2)ccc1Cl,1.0
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CC4CC3CN4C)nc12,1.0
CCOC(=O)c1oc2cnccc2c1Nc1ccc2ccccc2c1,1.0
Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CCN(C)CC4)CC3)nc12,1.0
CN(CCN1CCCC1)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3Cl)c2n1,1.0
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccnc3[nH]c(=O)n(C)c23)c2ccccc12,1.0
NCc1ccccc1-c1ccc(C(=O)N2N=C(c3cncc(N)c3)CC2c2ccccc2O)s1,1.0
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N(C)CCCN(C)C)nc12,1.0
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(F)cc4)ncc3c2)ccn1,1.0
CC(C)n1nc(C#Cc2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21,1.0
Cc1ccc(C(=O)NCc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,1.0
COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCCCC4)nc23)c1,1.0
Cc1ccc(NC(=O)c2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,1.0
CCCC1CCCCN1C(=O)c1cc(Oc2ccc3c(c2)nc(Nc2ccc(Br)cc2)n3C)ccn1,1.0
O=C(Nc1cccc(-c2ccnc3cc(-c4ccncc4)nn23)c1)c1cccc(C(F)(F)F)c1,1.0
COc1cc(-c2ccc3ncnc(Nc4cccc(NC(C)=O)c4)c3c2)ccc1O,1.0
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1cccc(Br)c1,0.0
O=C(c1ccc(-c2ccc(CO)cc2)s1)N1N=C(c2cccnc2)CC1c1ccccc1O,1.0
CC(C)N1C2CCC1CC(c1ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn13)C2,1.0
O=C(Nc1cccc(Nc2ccnc(NC(=O)C3CC3)c2)c1)c1cccc([N+](=O)[O-])c1,0.0
