smiles,Tyrosine-protein_kinase_BTK
CCOC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,0.0
CC(C)(N)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,1.0
CC(C)C=C(C#N)C(=O)N1CC(F)(F)CC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CNC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CC(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CC(C)(N)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3)cc2F)c2c(N)ncnc21,1.0
CN(C)C(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,1.0
CC(C)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,1.0
Cc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2CC1CCCN1C(=O)C=CCN(C)C,1.0
CC(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3c(F)cccc3F)cc2F)c2c(N)ncnc21,1.0
CC(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3c(F)cccc3F)cc2)c2c(N)ncnc21,1.0
CC(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2)c2c(N)ncnc21,1.0
COCCNC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CC(C)(N)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CC#CC(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,1.0
CN(C)C(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
[C-]#[N+]C(=CC(C)(C)N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3)cc2F)c2c(N)ncnc21,1.0
CCNC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,1.0
CNC(C)(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,1.0
CC(C)C=C(C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3)cc2F)c2c(N)ncnc21,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(C)c2n(C)c1=O,1.0
Cc1cc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2c(=O)c3cccc(F)c3n(C)c2=O)c1C,1.0
CC(C)(O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(Cl)c(-c3cccc(-n4c(=O)[nH]c5c(F)cccc5c4=O)c3Cl)c12,1.0
COc1ccc2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c2c1,1.0
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2cc(F)ccc2c1=O,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cc(F)ccc2n(C)c1=O,1.0
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cccc2c1=O,1.0
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(Cl)cccc2c1=O,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cccc2c1=O,1.0
Cc1cc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2c(=O)[nH]c3c(F)cccc3c2=O)c1Cl,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O,1.0
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O,1.0
Cc1c(-c2c(C#N)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.0
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cc(F)cc2c1=O,1.0
COc1cccc2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c12,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.0
Cn1c(=O)n(-c2cccc(-c3c(Cl)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21,1.0
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cc(F)cc2c1=O,1.0
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccc(F)cc2n(C)c1=O,1.0
Cn1c(=O)n(-c2cccc(-c3c(F)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21,1.0
Cn1c(=O)n(-c2cccc(-c3c(Cl)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2ccccc21,1.0
COc1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(Cl)c4)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(Cl)cc4)c23)CC1,1.0
CC(=O)Nc1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(F)c4F)c23)CC1,1.0
CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,1.0
Cc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,1.0
Cc1c(N)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4Cl)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(C(C)(C)C)cc4)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4c(F)cccc4F)c23)CC1,1.0
CNC(=O)c1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,1.0
Cc1c(Cl)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,1.0
COc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(Cl)c(Cl)c4)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(F)cc4F)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(Cl)c4Cl)c23)CC1,1.0
COc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,1.0
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cc(F)ccc4F)c23)CC1,1.0
CNC(=O)c1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,1.0
CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1,1.0
CCC#CC(=O)Nc1cc(-c2cnc3[nH]cc(C)c3c2)ccc1F,1.0
CCC#CC(=O)Nc1cc(-c2cnc3[nH]ccc3c2)ccc1F,1.0
C#CC(=O)Nc1cc(-c2cnc3[nH]ccc3c2)ccc1F,1.0
CCC#CC(=O)Nc1cc(-c2cnc3[nH]cc(Cl)c3c2)ccc1F,1.0
CCC#CC(=O)Nc1cccc(-c2cnc3[nH]cc(C)c3c2)c1,1.0
C=CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,1.0
O=C(CF)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,1.0
C=CC(=O)Nc1cccc(-c2cnc3[nH]cc(C)c3c2)c1,1.0
C#CC(=O)Nc1cc(-c2cnc3[nH]cc(C)c3c2)ccc1F,1.0
CC#CC(=O)Nc1cc(-c2cnc3[nH]cc(Cl)c3c2)ccc1F,1.0
C=CC(=O)Nc1cc(-c2cnc3[nH]cc(Cl)c3c2)ccc1F,1.0
Cc1c[nH]c2ncc(-c3cccc(NC(=O)CF)c3)cc12,1.0
Cc1c[nH]c2ncc(-c3cccc(NC(=O)C=CCN(C)C)c3)cc12,0.0
CC#CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,1.0
CCC#CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,1.0
C=CC(=O)Nc1cc(-c2cnc3[nH]ccc3c2)ccc1F,1.0
C#CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,1.0
C#CC(=O)Nc1cc(-c2cnc3[nH]cc(Cl)c3c2)ccc1F,1.0
CN(C)CC=CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)c1,0.0
CC#CC(=O)Nc1cccc(-c2cnc3[nH]cc(C)c3c2)c1,1.0
CC#CC(=O)Nc1cc(-c2cnc3[nH]ccc3c2)ccc1F,1.0
CC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5F)cc4)nn32)CC1,1.0
CCC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
N#CCC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
CC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5cccc(Cl)c5)cc4)nn32)CC1,1.0
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(Cl)c4)nn32)CC1,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2C1CCNCC1,0.0
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)c(OC)c4)nn32)CC1,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2C1CCN(C(=O)CCCl)CC1,1.0
CC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
COCC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
CCCC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
C=CC(=O)N1CCC(C2(C)CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2C1CCN(C(=O)C#CCO)CC1,1.0
CC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)nn32)CC1,1.0
N#CN1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5F)cc4)nn32)CC1,1.0
CN(C)CC#CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
CN(C)CC=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.0
CC(C)(C)OC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.0
Cc1c(NC(=O)c2ccc(N(C)C(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCN(S(C)(=O)=O)CC3)cc12,1.0
C=C(C)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,1.0
CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCN(C(=O)CF)CC5)cc34)c2CO)cc1,1.0
CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(NC(=O)c5ccc(C(C)(C)O)cc5F)c4CO)ncnc3[nH]2)CC1,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(S(=O)(=O)N(C)C)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(OC(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(NC(=O)c5ccc(C(C)(C)C)cc5)c4CO)ncnc3[nH]2)CC1,1.0
Cc1c(NC(=O)c2ccc(N(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCNCC3)cc12,1.0
COCC(C)(C)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)O)cc2F)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(C(C)(O)C(F)(F)F)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
CN(C)C(=O)N1CC=C(c2cc3c(-c4ccc(F)c(NC(=O)c5ccc(C(C)(C)CO)cc5)c4)ncnc3[nH]2)CC1,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(S(C)(=O)=O)CC3)cc12,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)CO)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,1.0
COC(C)(C)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,1.0
CC(=O)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,1.0
COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2ccnc(N)c12,1.0
COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2ccnc(N)c12,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(C(F)(F)F)cnc(N)c12,1.0
Cc1cc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4ccnc(N)c34)cc2)nn1C,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(C)cnc(N)c12,1.0
Cn1nc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)c(Cl)c2)cc1C(F)(F)F,1.0
Cn1nc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4ccnc(N)c34)cc2)cc1C(F)(F)F,1.0
Cn1nc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)cc2)cc1C(F)(F)F,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)c(F)cc1-c1nc(C2CCC3CCC(=O)N3C2)n2ccnc(N)c12,1.0
CCn1nc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4ccnc(N)c34)cc2)cc1C(F)(F)F,1.0
Cn1nc(NC(=O)c2cc(Cl)c(-c3nc(C4CCC5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)cc2F)cc1C(F)(F)F,1.0
Cc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2ccnc(N)c12,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)c(F)cc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,1.0
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc(C2CCC3CCC(=O)N3C2)n2c(F)cnc(N)c12,1.0
Nc1nccn2c(C3CCC4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)[nH]n4)cc3)c12,1.0
Cn1nc(NC(=O)c2ccc(-c3nc(C4CCC5CCC(=O)N5C4)n4ccnc(N)c34)c(Cl)c2)cc1C(F)(F)F,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(OC)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
CCC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
C=CC(=O)Nc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)c(C)c1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,0.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)c(NC(=O)CCl)c2)c(=O)n(C)c1,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C)c(C(F)(F)F)c4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(-c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C)cn(C)c1=O,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(N(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4cccc(OC)c4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4cc(OC)c(OC)c(OC)c4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccccc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(OC)c(OC)c4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,0.0
C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(CC)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,1.0
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,1.0
CNc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,0.0
CN(C)CC=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,1.0
C=CC(=O)Nc1ccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)cc1,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1ccc(N)cc1,1.0
C=CC(=O)Nc1cc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)ccc1Cl,1.0
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1ccccc1N,1.0
C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,1.0
C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,1.0
C=CC(=O)Nc1ccc(Cl)c(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)c1,1.0
CCC(=O)Nc1cccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)c1,1.0
CNc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,1.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1cccc(N)c1,1.0
NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)nn2c1NCCC2c1ccccc1N,0.0
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1cc(N)ccc1Cl,1.0
C=CC(=O)Nc1cccc(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)c1,1.0
C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn21,1.0
CCOC(C)(C)C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4cccc(F)c4F)cc3F)c3c(N)ncnc32)C1,1.0
C#CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
CC#CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
CC(C)(C)C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,1.0
CC(C)(N)C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,1.0
CC(C)C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,1.0
CC(C)(C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)CO,1.0
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCl)C1,1.0
CN(CC=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCO,1.0
CN(C)CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)C=CCl)C1,1.0
C=CS(=O)(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
CC(C)(C)C=C(C#N)C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
CN(C)CC=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0
